sample_name	region	bin_num	C_number	T_number	Methylation_level
D63-8	Body	34	4825303	2473061	0.661148580695619
D63-8	Body	35	4811443	2408038	0.666452754706329
D63-8	Body	36	4789764	2407003	0.665543847674935
D63-8	Body	37	4750726	2423953	0.662151714383319
D63-8	Body	38	4775205	2456507	0.660314597705218
D63-8	Body	39	4812984	2446392	0.66300243987913
D63-8	Body	4	4900596	2796482	0.636682647622903
D63-8	Body	40	4822033	2454497	0.662683037106973
D63-8	Body	41	4834236	2465650	0.662234451332528
D63-8	Body	42	4800851	2492558	0.658245136122217
D63-8	Body	43	4791502	2486685	0.658337302957454
D63-8	Body	44	4768193	2486849	0.657224727299994
D63-8	Body	45	4833684	2501977	0.658929577034708
D63-8	Body	46	4807113	2497840	0.658062139482622
D63-8	Body	47	4775655	2537047	0.653062985473769
D63-8	Body	48	4833616	2521209	0.657203400488795
D63-8	Body	49	4776427	2561209	0.650949024999332
D63-8	Body	5	4826433	2770264	0.635333092790196
D63-8	Body	50	4786434	2551052	0.652326150945978
D63-8	Body	51	4873934	2598335	0.652269611814029
D63-8	Body	52	4931350	2567550	0.657609782768139
D63-8	Body	53	4834245	2622769	0.648281604406268
D63-8	Body	54	4842600	2612694	0.649551848659489
D63-8	Body	55	4885188	2646779	0.648593919755623
D63-8	Body	56	4864437	2694674	0.643519720771398
D63-8	Body	57	4983520	2784678	0.641528447137933
D63-8	Body	58	4984488	2869248	0.634664572376764
D63-8	Body	59	5164784	3224289	0.615656104077292
D63-8	Body	6	4856596	2718111	0.641159585446671
D63-8	Body	60	5005415	3781881	0.569619482489266
D63-8	Body	7	4875282	2663703	0.646676177230755
D63-8	Body	8	4836100	2626115	0.648078352071067
D63-8	Body	9	4744620	2539621	0.651354066950833
D63-8	Downstream	61	536115	509645	0.51265586750306
D63-8	Downstream	62	477029	518839	0.479008262139159
D63-8	Downstream	63	455270	513107	0.470137146999567
D63-8	Downstream	64	447257	537454	0.454201283422243
D63-8	Downstream	65	470654	523143	0.473591689248408
D63-8	Downstream	66	479950	525536	0.477331360158172
D63-8	Downstream	67	512816	510181	0.501287882564661
D63-8	Downstream	68	520882	486989	0.516814155779857
D63-8	Downstream	69	544884	468112	0.537893535611197
D63-8	Downstream	70	551421	463317	0.543412191127168
D63-8	Downstream	71	550136	440969	0.555073377694593
D63-8	Downstream	72	578355	439872	0.568002027052907
D63-8	Downstream	73	585491	432734	0.575011416926514
D63-8	Downstream	74	580998	424560	0.577786661734082
D63-8	Downstream	75	581658	412655	0.584984808606545
D63-8	Downstream	76	585239	406498	0.590115121246863
D63-8	Downstream	77	563683	400214	0.584795885867473
D63-8	Downstream	78	593102	399332	0.597623620311275
D63-8	Downstream	79	611835	411973	0.5976071685316
D63-8	Downstream	80	591980	400564	0.596426959409356
D63-8	Upstream	-1	464789	499712	0.48189581970366
D63-8	Upstream	-10	562617	452626	0.554169789892666
D63-8	Upstream	-11	551995	434690	0.559443996817627
D63-8	Upstream	-12	576406	425692	0.57519923201124
D63-8	Upstream	-13	579814	420593	0.579578111708535
D63-8	Upstream	-14	591249	415648	0.587199087890817
D63-8	Upstream	-15	597508	415621	0.589764975634889
D63-8	Upstream	-16	591615	414616	0.587951474363243
D63-8	Upstream	-17	584072	398516	0.594422077208352
D63-8	Upstream	-18	594038	404223	0.595072831654247
D63-8	Upstream	-19	600476	414381	0.591685331036786
D63-8	Upstream	-2	457830	506852	0.474591627085402
D63-8	Upstream	-3	468586	527575	0.470391834251692
D63-8	Upstream	-4	480527	509703	0.485268069034467
D63-8	Upstream	-5	489072	494148	0.497418685543419
D63-8	Upstream	-6	510056	498356	0.505801200303051
D63-8	Upstream	-7	519694	492636	0.513364219177541
D63-8	Upstream	-8	543154	479078	0.531341221953529
D63-8	Upstream	-9	543323	460498	0.541254865160223
D63-8	Upstream	0	517724	480118	0.518843664628268
D63-9	Body	1	5281777	4116047	0.562021272158321
D63-9	Body	10	5137293	2712362	0.654460992234691
D63-9	Body	11	5207994	2699007	0.658656044181606
D63-9	Body	12	5161644	2627580	0.662664727577484
D63-9	Body	13	5118097	2657985	0.65818454589342
D63-9	Body	14	5178997	2679846	0.659002476573206
D63-9	Body	15	5197482	2692003	0.658785966384371
D63-9	Body	16	5216557	2629976	0.664823177319206
D63-9	Body	17	5165040	2609428	0.664359284776785
D63-9	Body	18	5181385	2599402	0.665920426815437
D63-9	Body	19	5202018	2620490	0.665006414822458
D63-9	Body	2	5441721	3377443	0.617033655344203
D63-9	Body	20	5133128	2608199	0.663081148748787
D63-9	Body	21	5214845	2628866	0.664844102491792
D63-9	Body	22	5231225	2620310	0.66626780623152
D63-9	Body	23	5138831	2601186	0.663930195502155
D63-9	Body	24	5167774	2583723	0.666680771469047
D63-9	Body	25	5237355	2608230	0.66755442710773
D63-9	Body	26	5269424	2591389	0.670340841335368
D63-9	Body	27	5147253	2605524	0.663923778537677
D63-9	Body	28	5155761	2522115	0.671508761016719
D63-9	Body	29	5181302	2598990	0.665952126218399
D63-9	Body	3	5296424	3114040	0.629742187826974
D63-9	Body	30	5176649	2609272	0.664873044563386
D63-9	Body	31	5207717	2666491	0.661363911138746
D63-9	Body	32	5241037	2642658	0.664794490400758
D63-9	Body	33	5143025	2614327	0.662987189442996
D63-9	Body	34	5193427	2634125	0.663480357588171
D63-9	Body	35	5211763	2566012	0.670084053601448
D63-9	Body	36	5198749	2567932	0.66936558872445
D63-9	Body	37	5113259	2579101	0.664719149909781
D63-9	Body	38	5148049	2579811	0.666167477154089
D63-9	Body	39	5197503	2592233	0.667224537519628
D63-9	Body	4	5271125	2971302	0.639511275016448
D63-9	Body	40	5191951	2581845	0.667878472756424
D63-9	Body	41	5222105	2614445	0.666378061774633
D63-9	Body	42	5219647	2629899	0.664961642367597
D63-9	Body	43	5211698	2651624	0.662785779343641
D63-9	Body	44	5154465	2660068	0.659599876281794
D63-9	Body	45	5223679	2667623	0.661954009617171
D63-9	Body	46	5203434	2665406	0.661270784512075
D63-9	Body	47	5188800	2704632	0.657356647906766
D63-9	Body	48	5225885	2690387	0.660144699424173
D63-9	Body	49	5128955	2697292	0.655353070251936
D63-9	Body	5	5167167	2921633	0.638805137968549
D63-9	Body	50	5145080	2709465	0.655044945315101
D63-9	Body	51	5213825	2754667	0.654305105658637
D63-9	Body	52	5356371	2734162	0.662054156382528
D63-9	Body	53	5251027	2795133	0.652612799148911
D63-9	Body	54	5214137	2748424	0.654831655292814
D63-9	Body	55	5212531	2790490	0.65132042012635
D63-9	Body	56	5234423	2865737	0.646212297041046
D63-9	Body	57	5329748	2955117	0.643311387693101
D63-9	Body	58	5321720	3054815	0.635312811323537
D63-9	Body	59	5490866	3396884	0.617801580827544
D63-9	Body	6	5238611	2875923	0.645583714357473
D63-9	Body	60	5341900	4063908	0.567936321898129
D63-9	Body	7	5276523	2843704	0.64979993785888
D63-9	Body	8	5181592	2790102	0.649998858460949
D63-9	Body	9	5111656	2689784	0.655219549211428
D63-9	Downstream	61	580277	554457	0.511377115694075
D63-9	Downstream	62	512903	579948	0.469325644575519
D63-9	Downstream	63	484361	574923	0.457253201218937
D63-9	Downstream	64	469646	577174	0.448640645001051
D63-9	Downstream	65	494170	564147	0.466939489774803
D63-9	Downstream	66	512214	554322	0.480259456783456
D63-9	Downstream	67	543171	544198	0.499527759205937
D63-9	Downstream	68	545112	532907	0.505660846422929
D63-9	Downstream	69	581768	509155	0.533280534006525
D63-9	Downstream	70	587541	500093	0.540201023506069
D63-9	Downstream	71	587328	475160	0.552785537342539
D63-9	Downstream	72	616388	472239	0.566206790755695
D63-9	Downstream	73	618118	461698	0.572429006423317
D63-9	Downstream	74	618446	452595	0.577425140587522
D63-9	Downstream	75	614461	441173	0.582077689805368
D63-9	Downstream	76	618880	439612	0.584680847847693
D63-9	Downstream	77	605366	432133	0.583485863600832
D63-9	Downstream	78	622251	428047	0.592451856520721
D63-9	Downstream	79	646145	441207	0.594237192739794
D63-9	Downstream	80	631920	430559	0.594759990550402
D63-9	Upstream	-1	497241	543190	0.477918285787332
D63-9	Upstream	-10	598808	486441	0.551770146758947
D63-9	Upstream	-11	585534	473253	0.553023412641069
D63-9	Upstream	-12	611826	460118	0.570763024934138
D63-9	Upstream	-13	618537	453471	0.576989164259968
D63-9	Upstream	-14	626844	444816	0.584928055540003
D63-9	Upstream	-15	631229	440559	0.588949493743166
D63-9	Upstream	-16	629846	446914	0.58494557747316
D63-9	Upstream	-17	628279	434623	0.59109776818559
D63-9	Upstream	-18	629928	436632	0.590616561656166
D63-9	Upstream	-19	641226	441957	0.591983072112468
D63-9	Upstream	-2	487628	547781	0.470952058558502
D63-9	Upstream	-3	501227	557035	0.473632238519384
D63-9	Upstream	-4	513010	538582	0.487841292060039
D63-9	Upstream	-5	520057	529113	0.495684207516418
D63-9	Upstream	-6	543908	533891	0.50464697035347
D63-9	Upstream	-7	556376	527542	0.51330082164887
D63-9	Upstream	-8	570777	509649	0.528288841623582
D63-9	Upstream	-9	572966	486887	0.540608933503042
D63-9	Upstream	0	548803	532359	0.507604780782158
D7-1	Body	1	5029453	4084113	0.551864440329943
D7-1	Body	10	4813937	2731989	0.637951790144775
D7-1	Body	11	4889984	2732113	0.641553630188648
D7-1	Body	12	4868921	2668862	0.645935416288848
D7-1	Body	13	4802632	2705338	0.639671176096868
D7-1	Body	14	4856587	2680175	0.644386408911413
D7-1	Body	15	4891945	2735642	0.641348961342558
D7-1	Body	16	4908385	2678877	0.646924410940337
D7-1	Body	17	4862704	2658718	0.64651391718215
D7-1	Body	18	4867643	2630208	0.64920508556385
D7-1	Body	19	4829466	2644624	0.646161071113674
D7-1	Body	2	5115593	3421886	0.599192454821851
D7-1	Body	20	4788123	2630299	0.645436859752654
D7-1	Body	21	4868651	2665449	0.646215340916632
D7-1	Body	22	4883860	2649270	0.648317498835146
D7-1	Body	23	4799169	2644792	0.644706359960779
D7-1	Body	24	4857337	2629822	0.648755689574644
D7-1	Body	25	4903909	2645754	0.64955336417003
D7-1	Body	26	4924255	2624375	0.652337576487389
D7-1	Body	27	4835424	2638361	0.646984626932672
D7-1	Body	28	4798466	2548914	0.653085317487322
D7-1	Body	29	4853643	2620652	0.649378034985239
D7-1	Body	3	4997238	3165975	0.612165577450937
D7-1	Body	30	4845111	2636760	0.647580130691908
D7-1	Body	31	4867248	2704596	0.642808805886651
D7-1	Body	32	4928339	2683813	0.647430450679387
D7-1	Body	33	4834003	2657968	0.645224467633417
D7-1	Body	34	4884642	2677535	0.645930662559208
D7-1	Body	35	4889028	2600418	0.652789004687396
D7-1	Body	36	4866664	2623976	0.649699358132282
D7-1	Body	37	4796920	2614003	0.647276999099842
D7-1	Body	38	4835356	2647307	0.646207907532385
D7-1	Body	39	4873345	2619539	0.65039642946561
D7-1	Body	4	4977287	2995010	0.624322826909233
D7-1	Body	40	4838708	2634080	0.647510407093042
D7-1	Body	41	4888246	2657608	0.647805536656288
D7-1	Body	42	4872219	2669901	0.646001256941019
D7-1	Body	43	4848675	2672490	0.644670739174051
D7-1	Body	44	4819226	2641154	0.645975942244229
D7-1	Body	45	4885565	2678392	0.645900683993841
D7-1	Body	46	4852493	2682344	0.644007693862522
D7-1	Body	47	4852791	2730632	0.639920916979048
D7-1	Body	48	4919879	2716735	0.644248746892275
D7-1	Body	49	4813416	2747145	0.636647994771817
D7-1	Body	5	4866389	2952135	0.62241786301353
D7-1	Body	50	4828877	2734813	0.63842872989242
D7-1	Body	51	4881827	2767010	0.638244350088778
D7-1	Body	52	4995294	2763520	0.643821852154208
D7-1	Body	53	4893115	2791675	0.636727223515542
D7-1	Body	54	4892032	2784272	0.637290029159867
D7-1	Body	55	4890021	2820050	0.634238128287016
D7-1	Body	56	4905757	2876276	0.630395296447599
D7-1	Body	57	5008990	2961301	0.628457605876624
D7-1	Body	58	5042502	3082308	0.620630143966444
D7-1	Body	59	5138126	3427542	0.599851173311877
D7-1	Body	6	4954627	2893614	0.631304135538142
D7-1	Body	60	5040480	4060854	0.553817715073417
D7-1	Body	7	4965562	2853705	0.635041877966311
D7-1	Body	8	4861272	2799960	0.634528754644162
D7-1	Body	9	4796030	2696262	0.640128548113181
D7-1	Downstream	61	549528	570634	0.49057904124582
D7-1	Downstream	62	482448	582617	0.452975170529498
D7-1	Downstream	63	461056	576610	0.444320234063755
D7-1	Downstream	64	449915	597524	0.429538140168544
D7-1	Downstream	65	475491	560963	0.458767103991108
D7-1	Downstream	66	484508	560366	0.463699929369474
D7-1	Downstream	67	511196	557791	0.478206002505175
D7-1	Downstream	68	517703	540526	0.489216417240503
D7-1	Downstream	69	539460	512332	0.512896085918128
D7-1	Downstream	70	554726	505640	0.523145781739513
D7-1	Downstream	71	556814	477084	0.538557962197431
D7-1	Downstream	72	580203	474884	0.549910102200103
D7-1	Downstream	73	590830	463916	0.560163299979332
D7-1	Downstream	74	584697	465475	0.556763082618847
D7-1	Downstream	75	580674	448001	0.564487325928986
D7-1	Downstream	76	594346	442568	0.573187361729131
D7-1	Downstream	77	580607	439226	0.569315760521576
D7-1	Downstream	78	598063	438996	0.576691393642985
D7-1	Downstream	79	611606	448401	0.576982982187853
D7-1	Downstream	80	595099	442207	0.573696671956009
D7-1	Upstream	-1	473900	564683	0.456294778558863
D7-1	Upstream	-10	564082	476457	0.542105581818654
D7-1	Upstream	-11	554250	468816	0.541753904440183
D7-1	Upstream	-12	582351	469633	0.553574008730171
D7-1	Upstream	-13	584723	461278	0.55900806978196
D7-1	Upstream	-14	599585	449805	0.571365269346954
D7-1	Upstream	-15	597034	454165	0.56795525870934
D7-1	Upstream	-16	598242	458195	0.566282703085939
D7-1	Upstream	-17	595869	445189	0.572368686470879
D7-1	Upstream	-18	601874	447096	0.573776180443673
D7-1	Upstream	-19	612019	448090	0.577317049473214
D7-1	Upstream	-2	465323	566635	0.450912730944476
D7-1	Upstream	-3	464537	576176	0.446364175329798
D7-1	Upstream	-4	480412	543616	0.469139515716367
D7-1	Upstream	-5	500095	525189	0.487762415096695
D7-1	Upstream	-6	526992	534919	0.496267577979699
D7-1	Upstream	-7	530523	517549	0.506189460266089
D7-1	Upstream	-8	545760	507822	0.518004293923017
D7-1	Upstream	-9	538853	487225	0.5251579314633
D7-1	Upstream	0	529029	539110	0.495281044882735
D7-2	Body	1	4990948	4153651	0.545780957699731
D7-2	Body	10	4874632	2744216	0.639812213079983
D7-2	Body	11	4926873	2767499	0.640321653281125
D7-2	Body	12	4882860	2675864	0.645989984552948
D7-2	Body	13	4864856	2727141	0.640787397571416
D7-2	Body	14	4901495	2693330	0.645373000694552
D7-2	Body	15	4959731	2782149	0.64063651206167
D7-2	Body	16	4945959	2699817	0.646887771757896
D7-2	Body	17	4868310	2672588	0.645587567952782
D7-2	Body	18	4909688	2655944	0.648946181892008
D7-2	Body	19	4920105	2656825	0.649353366073066
D7-2	Body	2	5174750	3463879	0.599024451680932
D7-2	Body	20	4823473	2653769	0.645087185890199
D7-2	Body	21	4905611	2674991	0.647126837683867
D7-2	Body	22	4935416	2660321	0.64976130690149
D7-2	Body	23	4852969	2671917	0.644922594176178
D7-2	Body	24	4892256	2635465	0.649898687796745
D7-2	Body	25	4918748	2642669	0.650506115454286
D7-2	Body	26	4936784	2644168	0.651208977447687
D7-2	Body	27	4848480	2663595	0.645424865965795
D7-2	Body	28	4872359	2573711	0.654353101703315
D7-2	Body	29	4926133	2647017	0.650473448961132
D7-2	Body	3	5059603	3186237	0.61359461255615
D7-2	Body	30	4872654	2637772	0.648785301925616
D7-2	Body	31	4890799	2688585	0.64527658184359
D7-2	Body	32	4959304	2682384	0.64898017296702
D7-2	Body	33	4872801	2651508	0.647607773683936
D7-2	Body	34	4933783	2686753	0.647432542802764
D7-2	Body	35	4892106	2610494	0.652054754351825
D7-2	Body	36	4908388	2597548	0.653934166238561
D7-2	Body	37	4815985	2618569	0.647783982737902
D7-2	Body	38	4875537	2650418	0.647829677429642
D7-2	Body	39	4903480	2644900	0.649606935527888
D7-2	Body	4	5044388	3054174	0.622874530070894
D7-2	Body	40	4928500	2636641	0.651474969204143
D7-2	Body	41	4941637	2663107	0.649809776634164
D7-2	Body	42	4909074	2674844	0.647300511424306
D7-2	Body	43	4886101	2695626	0.644457522672605
D7-2	Body	44	4841354	2675141	0.644097282044357
D7-2	Body	45	4966249	2703798	0.647486123618278
D7-2	Body	46	4892628	2698271	0.644538677171176
D7-2	Body	47	4883220	2751245	0.639628317111939
D7-2	Body	48	4954221	2721940	0.645403477076627
D7-2	Body	49	4856062	2745510	0.638823390740757
D7-2	Body	5	4944727	2975145	0.624344307584769
D7-2	Body	50	4903328	2760205	0.639826043679854
D7-2	Body	51	4942017	2776730	0.640261560587489
D7-2	Body	52	5029999	2770865	0.64480024263979
D7-2	Body	53	4939945	2821747	0.636452077717075
D7-2	Body	54	4939243	2823895	0.636243101694186
D7-2	Body	55	4954996	2850301	0.634824786295768
D7-2	Body	56	4969957	2912440	0.630513408548186
D7-2	Body	57	5079708	2980013	0.630258541207568
D7-2	Body	58	5076995	3096495	0.621153876740536
D7-2	Body	59	5257049	3504996	0.599979685107757
D7-2	Body	6	4993567	2921625	0.630883874958434
D7-2	Body	60	5067610	4164021	0.548939835225216
D7-2	Body	7	5019886	2903468	0.633555688664169
D7-2	Body	8	4930984	2822111	0.636002009520069
D7-2	Body	9	4842591	2738086	0.638807193605532
D7-2	Downstream	61	559050	561643	0.498843126529745
D7-2	Downstream	62	491012	579547	0.458650107093584
D7-2	Downstream	63	468631	582198	0.445963139578371
D7-2	Downstream	64	459272	590210	0.437617796208034
D7-2	Downstream	65	482169	562034	0.461757914888197
D7-2	Downstream	66	487605	563483	0.4639050203218
D7-2	Downstream	67	522613	547844	0.48821484655619
D7-2	Downstream	68	526624	542347	0.492645731268669
D7-2	Downstream	69	550243	512728	0.517646295148221
D7-2	Downstream	70	562151	498717	0.529897216241794
D7-2	Downstream	71	560707	483130	0.537159537360718
D7-2	Downstream	72	585319	477724	0.550607077982734
D7-2	Downstream	73	597184	469692	0.559750149033252
D7-2	Downstream	74	587206	455744	0.563024114291193
D7-2	Downstream	75	588774	448029	0.567874514251984
D7-2	Downstream	76	594975	444318	0.572480522816953
D7-2	Downstream	77	582061	435255	0.572153588462189
D7-2	Downstream	78	597528	433639	0.579467729281484
D7-2	Downstream	79	612282	444741	0.579251350254441
D7-2	Downstream	80	607418	441631	0.579017757988426
D7-2	Upstream	-1	478640	559776	0.460932805349686
D7-2	Upstream	-10	580968	488756	0.543100837225303
D7-2	Upstream	-11	563882	475091	0.542730176818839
D7-2	Upstream	-12	589508	466442	0.558272645485108
D7-2	Upstream	-13	594466	463915	0.561674859998432
D7-2	Upstream	-14	607560	461583	0.568268229787783
D7-2	Upstream	-15	617258	455820	0.575221931676914
D7-2	Upstream	-16	605803	453606	0.571831086955085
D7-2	Upstream	-17	600886	440907	0.576780608047856
D7-2	Upstream	-18	606616	455926	0.570910138140422
D7-2	Upstream	-19	623959	459995	0.575632360782838
D7-2	Upstream	-2	466760	554688	0.45695914035761
D7-2	Upstream	-3	474247	577567	0.450884852264754
D7-2	Upstream	-4	480492	549701	0.466409692164478
D7-2	Upstream	-5	503957	537236	0.484018813034663
D7-2	Upstream	-6	528538	539499	0.494868623465292
D7-2	Upstream	-7	533667	529874	0.501783194065861
D7-2	Upstream	-8	557093	507515	0.523284626829781
D7-2	Upstream	-9	560363	495735	0.530597539243517
D7-2	Upstream	0	530085	546778	0.492249246190091
D7-3	Body	1	4797789	4413851	0.520839828738422
D7-3	Body	10	4600531	2926119	0.611232221506248
D7-3	Body	11	4657765	2920337	0.614634772664712
D7-3	Body	12	4622691	2835919	0.61977915456097
D7-3	Body	13	4581032	2871760	0.614673266072634
D7-3	Body	14	4609337	2861549	0.616973274655777
D7-3	Body	15	4675381	2943932	0.613622383015372
D7-3	Body	16	4654451	2841887	0.620896629794441
D7-3	Body	17	4572028	2812277	0.619154815517506
D7-3	Body	18	4627714	2786164	0.624196135949364
D7-3	Body	19	4597919	2812494	0.620467307287731
D7-3	Body	2	4909273	3610778	0.576202302075422
D7-3	Body	20	4529288	2788614	0.618932584776347
D7-3	Body	21	4647685	2800707	0.623985015826235
D7-3	Body	22	4671762	2792911	0.625849518123567
D7-3	Body	23	4578656	2807157	0.619925795575924
D7-3	Body	24	4622299	2767409	0.625504959059275
D7-3	Body	25	4665593	2800683	0.624888900437112
D7-3	Body	26	4662562	2791084	0.625541111021371
D7-3	Body	27	4581936	2797186	0.62093240903186
D7-3	Body	28	4587676	2720880	0.627713053029901
D7-3	Body	29	4616451	2774385	0.624618243457168
D7-3	Body	3	4782726	3373935	0.58635831500169
D7-3	Body	30	4616289	2795407	0.6228384164704
D7-3	Body	31	4635415	2850753	0.619197298270624
D7-3	Body	32	4661970	2824540	0.622716058617433
D7-3	Body	33	4575724	2793051	0.620961285966799
D7-3	Body	34	4632842	2821713	0.621478009083037
D7-3	Body	35	4624160	2766651	0.625663408251138
D7-3	Body	36	4610932	2768978	0.624795153328428
D7-3	Body	37	4552128	2760646	0.622489906019248
D7-3	Body	38	4574591	2789207	0.621227116767733
D7-3	Body	39	4637605	2815862	0.62220775915423
D7-3	Body	4	4722095	3207851	0.59547631219683
D7-3	Body	40	4626187	2771980	0.625315297694686
D7-3	Body	41	4647532	2804580	0.623652999310799
D7-3	Body	42	4608103	2809150	0.621268143340938
D7-3	Body	43	4609057	2841156	0.61864768161662
D7-3	Body	44	4582462	2828041	0.618373948435079
D7-3	Body	45	4639520	2832033	0.62095791865493
D7-3	Body	46	4618191	2847259	0.618608523263835
D7-3	Body	47	4622021	2888048	0.615443213637584
D7-3	Body	48	4666399	2869491	0.619223343228205
D7-3	Body	49	4611545	2899201	0.613992937585694
D7-3	Body	5	4652543	3163024	0.595291806723684
D7-3	Body	50	4601643	2887422	0.614448265571203
D7-3	Body	51	4672885	2919934	0.615434794376107
D7-3	Body	52	4743955	2929569	0.618223778279706
D7-3	Body	53	4673362	2962962	0.611991057477394
D7-3	Body	54	4653115	2963559	0.610911665643035
D7-3	Body	55	4680281	3022359	0.607620374313222
D7-3	Body	56	4705905	3078521	0.604528195142455
D7-3	Body	57	4821386	3164239	0.603758127886045
D7-3	Body	58	4822831	3273453	0.595684514031375
D7-3	Body	59	4967352	3670723	0.57505312236812
D7-3	Body	6	4694312	3099296	0.602328472255725
D7-3	Body	60	4810163	4334594	0.526002276495701
D7-3	Body	7	4741310	3063013	0.60752354816683
D7-3	Body	8	4617722	2989395	0.607026551583208
D7-3	Body	9	4583020	2897870	0.612630315376914
D7-3	Downstream	61	532013	599116	0.470338042787339
D7-3	Downstream	62	465817	614401	0.43122499347354
D7-3	Downstream	63	452430	608940	0.426269821080302
D7-3	Downstream	64	442992	624642	0.414928711524736
D7-3	Downstream	65	465111	605586	0.434400208462338
D7-3	Downstream	66	475260	586665	0.447545730630694
D7-3	Downstream	67	511457	578208	0.469370861686849
D7-3	Downstream	68	519879	566872	0.478379131926265
D7-3	Downstream	69	542159	535413	0.503130185268363
D7-3	Downstream	70	548972	521367	0.512895447143382
D7-3	Downstream	71	545637	501128	0.521260263765028
D7-3	Downstream	72	566717	500136	0.531204392732645
D7-3	Downstream	73	577685	491915	0.540094427823485
D7-3	Downstream	74	571713	482597	0.542262712105548
D7-3	Downstream	75	573277	470292	0.54934268840872
D7-3	Downstream	76	583395	458543	0.55991335376961
D7-3	Downstream	77	567245	463080	0.550549583869168
D7-3	Downstream	78	587091	461669	0.55979537739807
D7-3	Downstream	79	600979	460723	0.566052432791876
D7-3	Downstream	80	591075	459916	0.562397775052308
D7-3	Upstream	-1	462685	605349	0.433211864041781
D7-3	Upstream	-10	550554	512003	0.518140673865026
D7-3	Upstream	-11	546279	497586	0.523323418258108
D7-3	Upstream	-12	570955	499256	0.53349760000598
D7-3	Upstream	-13	576189	482167	0.544418891185953
D7-3	Upstream	-14	582360	467864	0.554510275903045
D7-3	Upstream	-15	592931	470857	0.557377033769886
D7-3	Upstream	-16	590688	474262	0.55466266021879
D7-3	Upstream	-17	586168	463671	0.55834085035896
D7-3	Upstream	-18	584042	478293	0.549771964587442
D7-3	Upstream	-19	594114	478240	0.554027867663104
D7-3	Upstream	-2	454223	589789	0.435074501059375
D7-3	Upstream	-3	461454	603930	0.433133968597238
D7-3	Upstream	-4	480806	592473	0.447978577797572
D7-3	Upstream	-5	484680	572614	0.458415540048463
D7-3	Upstream	-6	510667	577004	0.469505024956995
D7-3	Upstream	-7	514404	557464	0.47991357144723
D7-3	Upstream	-8	528319	537921	0.495497261404562
D7-3	Upstream	-9	533944	521536	0.505877894417706
D7-3	Upstream	0	520450	585383	0.470640684443311
D7-5	Body	1	6017819	5430294	0.525660342451197
D7-5	Body	10	5787290	3234666	0.641467327040832
D7-5	Body	11	5890374	3220492	0.646521856429455
D7-5	Body	12	5857826	3106759	0.653440845281739
D7-5	Body	13	5736657	3164338	0.644496149026036
D7-5	Body	14	5814550	3127951	0.650215191477194
D7-5	Body	15	5826088	3224963	0.643691876225203
D7-5	Body	16	5894115	3124953	0.65351708180934
D7-5	Body	17	5768665	3086351	0.651457320912802
D7-5	Body	18	5835057	3090118	0.653775080040447
D7-5	Body	19	5829685	3096435	0.653104036244191
D7-5	Body	2	6176860	4231243	0.593466455894989
D7-5	Body	20	5768061	3070880	0.652573764209988
D7-5	Body	21	5831468	3107056	0.652397196673634
D7-5	Body	22	5852145	3067270	0.656113097103341
D7-5	Body	23	5768371	3082472	0.651731253169896
D7-5	Body	24	5814551	3043250	0.656432787324981
D7-5	Body	25	5885080	3081447	0.656338847805845
D7-5	Body	26	5870246	3076332	0.656144282204883
D7-5	Body	27	5778778	3077755	0.652487604348112
D7-5	Body	28	5792908	2965310	0.661425417819013
D7-5	Body	29	5846725	3068842	0.655788353113156
D7-5	Body	3	5976466	3790565	0.611902020173787
D7-5	Body	30	5833729	3074563	0.654865040346679
D7-5	Body	31	5842518	3143418	0.650184688606729
D7-5	Body	32	5871548	3101509	0.654353137397879
D7-5	Body	33	5776988	3075551	0.652579785302273
D7-5	Body	34	5857547	3114050	0.652899032357338
D7-5	Body	35	5861094	3033887	0.658921474930638
D7-5	Body	36	5777686	3058242	0.653885590738177
D7-5	Body	37	5750291	3073925	0.651648939690506
D7-5	Body	38	5781912	3077500	0.652629316708603
D7-5	Body	39	5844722	3078049	0.655034405791654
D7-5	Body	4	5911474	3600096	0.621503495216878
D7-5	Body	40	5787327	3078459	0.652770887995717
D7-5	Body	41	5862975	3092399	0.654687900248499
D7-5	Body	42	5847850	3122396	0.651916346552815
D7-5	Body	43	5818712	3149350	0.648826022835257
D7-5	Body	44	5762944	3141753	0.647180246559765
D7-5	Body	45	5859003	3164040	0.64933781208845
D7-5	Body	46	5815126	3146798	0.648870264911865
D7-5	Body	47	5822313	3202823	0.645121912844305
D7-5	Body	48	5884418	3186422	0.648718090055607
D7-5	Body	49	5771623	3219605	0.641917099644231
D7-5	Body	5	5833353	3503254	0.624782964518052
D7-5	Body	50	5778327	3196671	0.64382487884677
D7-5	Body	51	5859378	3269948	0.641819341318297
D7-5	Body	52	5990578	3264266	0.647291083458565
D7-5	Body	53	5875845	3324338	0.638666100446045
D7-5	Body	54	5889459	3322466	0.639329890332368
D7-5	Body	55	5827496	3351415	0.634878799892493
D7-5	Body	56	5864024	3434689	0.630627485760664
D7-5	Body	57	6003980	3569700	0.627133975649907
D7-5	Body	58	6013536	3711440	0.618359983613327
D7-5	Body	59	6188906	4276302	0.591379168001248
D7-5	Body	6	5930805	3448173	0.632350880874227
D7-5	Body	60	6046718	5386605	0.528867941542454
D7-5	Body	7	5904989	3387093	0.635486105266828
D7-5	Body	8	5868681	3299833	0.640090749711458
D7-5	Body	9	5749527	3182704	0.643683196280974
